Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity,Emotion
"Έσεξ: Η αλήθεια για 39 πτώματα σε φορτηγό. Ποιοι είναι, πώς πέθαναν, ο ρόλος Βουλγαρίας, Ελλάδας [φωτο]…","['έσεξ', 'αλήθειος', 'πτώματο', 'φορτηγό', 'Ποιοι', 'πώς', 'πέθαναν', 'ρόλος', 'Βουλγαρίας', 'Ελλάδας', 'φωτος', '…']",0,0,θλίψη
"Κλείστε τα σύνορα, πεθαίνει κόσμος!","['κλείστε', 'σύνορο', 'πεθαίνω', 'κόσμος']",0,0,θλίψη
«Δεν τους επιτράπηκε η είσοδος με αποτέλεσμα να βγάλουν μαχαίρια και όπλο σε πολίτες του συνοικισμού Αγίου Γεωργίου…,"['τους', 'επιτράπηκε', 'είσοδος', 'αποτέλεσμα', 'βγάλω', 'μαχαίριος', 'όπλο', 'πολίτε', 'συνοικισμός', 'αγίος', 'Γεωργίου', '…']",0,0,θλίψη
Έφοδος της αστυνομίας σε παιδότοπο μετά από καταγγελίες ότι η Ντόρα η Εξερευνήτρια είναι παράνομη μετανάστρια - Ελλ…,"['έφοδος', 'αστυνομία', 'παιδότοπο', 'από', 'καταγγελία', 'Ντόρα', 'εξερευνήτρια', 'παράνομη', 'μετανάστριος', 'ελλ', '…']",-1,-3,θλίψη
Κανονικά θα έπρεπε να επιβάλει κυρώσεις σε εμας που δεν κλείνουμε τα σύνορα.,"['κανονικά', 'έπρεπε', 'επιβάλω', 'κυρώσει', 'εμας', 'δεν', 'κλείνω', 'σύνορο']",0,0,θλίψη
@AfroditiManou1 Εμενα που με εχουν μπλοκαρισμενο ολοι οι υπουργοι και οι βουλευτες της ΝΔ τι πρεπει να λεω ?,"['εμενος', 'εχω', 'μπλοκαρισμενος', 'ολοι', 'υπουργος', 'βουλευτα', 'πρεπω', 'λεω']",0,0,έκπληξη
Ο ΧΑΦΙΕΣ: Ήρθε από την Αλγερία ως πρόσφυγας και έπιασε αμέσω...,"['χαφιε', 'ήρθε', 'την', 'Αλγερία', 'πρόσφυγας', 'έπιασε', 'αμέσω']",0,0,θλίψη
"Όσο η κυβέρνηση χειρίζεται το Μεταναστευτικο απλά...λίγο καλύτερα από τον ΣΥΡΙΖΑ το πρόβλημα δεν λύνεται, αντίθετα…","['κυβέρνηση', 'χειρίζομαι', 'μεταναστευτικο', 'απλάλίγο', 'καλύτερα', 'τον', 'συριζος', 'πρόβλημα', 'λύνομαι', 'αντίθετα', '…']",0,0,θλίψη
Ήρθε από την Αλγερία ως πρόσφυγας και έπιασε αμέσως...δουλειά. Διέπραττε συστηματικά διαρρήξεις σταθμευμένων αυτοκι…,"['ήρθε', 'την', 'Αλγερία', 'πρόσφυγας', 'έπιασε', 'αμέσωςδουλειά', 'διέπραττε', 'συστηματικά', 'διαρρήξει', 'σταθμευμένος', 'αυτοκι', '…']",0,0,θλίψη
"Οι εξελίξεις στα Βαλκάνια, την Αν. Μεσόγειο και το μεταναστευτικό στο επίκεντρο της συζήτησης του Ν. Δένδια με τον…","['εξελίξει', 'βαλκάνιο', 'μεσόγειο', 'μεταναστευτικό', 'επίκεντρο', 'συζήτηση', 'δένδιας', 'τον', '…']",0,0,θλίψη
@yzafiris Με το Μεταναστευτικό φαίνεται έχουμε μπλέξει σε έναν κυκεώνα ή καλύτερα σε κινούμενη άμμο &amp; προφανώς λείπ…,"['μεταναστευτικό', 'φαίνεται', 'μπλέξω', 'έναν', 'κυκεώνας', 'καλύτερα', 'κινούμενη', 'άμμο', 'προφανώς', 'λείπ', '…', 'αμπέραζ']",1,1,θλίψη
"Συνάντηση Δένδια – Πάπα Φραγκίσκο: Οι εξελίξεις στα Βαλκάνια, την Αν. Μεσόγειο και το μεταναστευτικό στο επίκεντρο","['συνάντηση', 'δένδιος', 'πάπας', 'φραγκίσκος', 'εξελίξει', 'βαλκάνιο', 'μεσόγειο', 'μεταναστευτικό', 'επίκεντρο']",0,0,θλίψη
"🇻🇦#Βατικανό Οι εξελίξεις στα Βαλκάνια, την Αν. Μεσόγειο και το μεταναστευτικό στο επίκεντρο της συζήτησης του…","['βατικανό', 'εξελίξει', 'βαλκάνιο', 'μεσόγειο', 'μεταναστευτικό', 'επίκεντρο', 'συζήτηση', 'του', '…', 'Βατικάνο']",0,0,θλίψη
Αλλάζουν όλα στο μεταναστευτικό - Ειδικός συντονιστής ορίζεται ο Στεφανής -,"['αλλάζω', 'στο', 'μεταναστευτικό', 'ειδικός', 'συντονιστή', 'ορίζομαι', 'Στεφανής']",0,0,θλίψη
Το μεταναστευτικό στο επίκεντρο της συζήτησης Δένδια με τον Πάπα,"['μεταναστευτικό', 'επίκεντρο', 'συζήτηση', 'δένδιας', 'τον', 'πάπας']",0,0,θλίψη
Ναι θα τους πάρουμε με χαρά στο σπίτι μας προκειμένου να μην πέσουν στα χέρια σας. #Βρασνα #μεταναστευτικο,"['πάρω', 'χαρά', 'σπίτι', 'προκειμένου', 'μην', 'πέσω', 'χέρι', 'Βρασνα', 'μεταναστευτικο']",1,1,θλίψη
Μεχρι να τελειωσει τις κουβεντες ο υπουργος θα εχουν μπει παρανομα στη χωρα αλλες 2 χιλιαδες λαθρο.......,"['μεχρι', 'τελειωσω', 'κουβεντε', 'υπουργο', 'εχω', 'μπω', 'παρανομα', 'χωρας', 'αλλες', 'χιλιαδα', 'λαθρο', 'δύο']",0,0,θλίψη
"@stavroforos_ Υπέροχο συναίσθημα στα νησιά, περιμένουμε πότε θα εξεγερθούν οι νέγροι να μας περάσουν μαχαίρι &amp; να μ…","['υπέροχο', 'συναίσθημα', 'νησί', 'περιμένω', 'εξεγερθώ', 'νέγρος', 'μας', 'περάσω', 'μαχαίρι', 'αμπέραζ']",-1,-1,θλίψη
Ο Αλκιβιάδης Στεφανής αναλαμβάνει ειδικός συντονιστής για το μεταναστευτικό,"['αλκιβιάδης', 'Στεφανής', 'αναλαμβάνω', 'ειδικός', 'συντονιστή', 'μεταναστευτικό']",0,0,χαρά
"Ο Νίκος Δένδιας στον Πάπα - Βαλκάνια, Ανατολική Μεσόγειος και μεταναστευτικό στο επίκεντρο της συζήτησης","['νίκος', 'δένδια', 'πάπος', 'βαλκάνιο', 'ανατολικός', 'μεσόγειο', 'μεταναστευτικό', 'επίκεντρο', 'συζήτηση']",0,0,θυμός
"Ο Νίκος Δένδιας στον Πάπα – Βαλκάνια, Ανατολική Μεσόγειος και μεταναστευτικό στο…","['νίκος', 'δένδια', 'πάπος', 'βαλκάνιο', 'ανατολικός', 'μεσόγειο', 'μεταναστευτικό', 'στο', '…']",0,0,θλίψη
"""Φάτε μιζέρια κερνάει η δεξιά""","['τρώω', 'μιζέρια', 'κερνάω', 'δεξιά']",0,0,θλίψη
#antireport #refugeesg #greekprisons #Exarcheia_Resist #N26_Resist #antinazigr…,"['exarcheia', 'antinazigr', 'αντιστέκομαι', 'αντιστέκομαι']",0,0,θλίψη
Ο Αλκιβιάδης Στεφανής ειδικός συντονιστής για το μεταναστευτικό,"['αλκιβιάδης', 'στεφανός', 'ειδικός', 'συντονιστή', 'μεταναστευτικό']",0,0,χαρά
Συνάντηση Δένδια – Πάπα Φραγκίσκου: Το μεταναστευτικό στο επίκεντρο,"['συνάντηση', 'δένδιος', 'πάπας', 'Φραγκίσκου', 'μεταναστευτικό', 'επίκεντρο']",0,0,θλίψη
via @NewsItFeed,['μέσω'],0,0,χαρά
Πείτε μωρέ μαλάκες ότι θα κάνει τον τροχονόμο για την δήθεν αποσυμφόρηση των νησιών.,"['πείτε', 'μωρέ', 'μαλάκα', 'κάνω', 'τροχονόμο', 'την', 'αποσυμφόρηση', 'νησί']",0,0,θλίψη
@chrisochoidis Μιχαλη ασε το Τζοκερ και πιασε το μεταναστευτικο,"['μιχαλη', 'ασε', 'τζοκερ', 'πιασε', 'μεταναστευτικο']",0,0,ουδέτερο
@damian_vii @EOrganwsi @coachs_s Θα έκανε rt η μάνα σου η μετανάστρια στην Τρούμπα.,"['coachs', 'κάνω', 'μάνος', 'μετανάστριος', 'τρούμπα', 'μικρό']",0,0,θλίψη
Συνάντηση Δένδια με τον Πάπα Φραγκίσκο: Οι εξελίξεις στα Βαλκάνια και το μεταναστευτικό στην ατζέντα της συζήτησης,"['συνάντηση', 'δένδιας', 'τον', 'πάπος', 'φραγκίσκος', 'εξελίξει', 'βαλκάνιο', 'μεταναστευτικό', 'ατζέντα', 'συζήτηση']",0,0,θλίψη
Immigration Security is National Security λεει ο Τραμπ αλλά ο #Μητσοτάκης ξέρει καλύτερα που παίρνει όλους μέσα; Εκ…,"['security', 'λεει', 'τραμπ', 'μητσοτάκη', 'ξέρω', 'καλύτερα', 'παίρνω', 'μέσα', 'εκ', '…', 'μετανάστευση', 'ασφάλεια']",1,2,θλίψη
"την ίδια ώρα οι Τούρκοι κάνουν μαζικές υπερπτήσεις πάνω από ελλην νησιά , ο ΥΠΕΞ κάνει PR στο Βατικανό και ο ΥΦΕΘΑ…","['ίδιος', 'ώρα', 'Τούρκοι', 'κάνω', 'μαζικός', 'υπερπτήσει', 'από', 'ελλην', 'νησί', 'ΥΠΕΞ', 'κάνω', 'βατικανό', 'υφεθας', '…']",0,0,θλίψη
Ο Μάξιμος Σενετάκης στο Βερολίνο μίλησε για το μεταναστευτικό,"['Μάξιμος', 'Σενετάκης', 'βερολίνο', 'μίλησε', 'μεταναστευτικό']",0,0,αηδία
"#Τραγωδία με ένα νεκρό #προσφυγόπουλο στο #Αιγαίο, ακραία #ξενοφοβία στην #Βόρεια_Ελλάδα #μεταναστευτικο #Βαλκάνια","['Τραγωδία', 'ένα', 'νεκρό', 'προσφυγόπουλο', 'Αιγαίο', 'ακραίος', 'ξενοφοβία', 'βόρειαελλάδα', 'μεταναστευτικο', 'βαλκάνιο']",0,0,θλίψη
Η μόνη ελπίδα για συντεταγμένη δράση στο #Μεταναστευτικό.....,"['μόνη', 'ελπίδα', 'συντεταγμένη', 'δράση', 'μεταναστευτικό']",0,0,θλίψη
"Γιατί κακά τα ψέματα, ο νέος νόμος δεν θα έρθει δίχως…","['κακά', 'ψέματας', 'νέος', 'νόμος', 'έρθω', 'δίχω', '…']",-1,-1,θλίψη
Ειδικός συντονιστής για το μεταναστευτικό ο Αλκιβιάδης Στεφανής,"['ειδικός', 'συντονιστή', 'μεταναστευτικό', 'Αλκιβιάδης', 'στεφανή']",0,0,χαρά
Δείξτε την αλληλεγγύη σας οχι στα λόγια αλλά στα έργα!,"['δείξτε', 'αλληλεγγύη', 'οχι', 'λόγια', 'στα', 'έργο']",1,2,θλίψη
"Ταΐστε τους, κοιμίστε τους, ξεχαρμανιάστε το…","['ταΐστε', 'κοιμίστε', 'ξεχαρμανιάστε', 'το', '…']",0,0,θλίψη
Αφού ήταν τόσο χαζή κ τον έκανε  φίλο της ...,"['ήταν', 'χαζή', 'κάνω', 'φίλο']",0,0,θλίψη
"Παιδιά εκεί στην ΝΔ, μέσα στον πανικό για το μεταναστευτικό δείτε μήπως πάρουμε και κάνα βουνό λεφτά από την ΕΕ για…","['παιδί', 'στην', 'στον', 'πανικό', 'μεταναστευτικό', 'δείτε', 'πάρω', 'κάνος', 'βουνό', 'λεφτά', 'την', 'για', '…']",0,0,θλίψη
Οι εξελίξεις στα Βαλκάνια και την Ανατολική Μεσόγειο καθώς και το μεταναστευτικό στο επίκεντρο της συνάντησης Δένδι…,"['εξελίξει', 'βαλκάνιο', 'την', 'ανατολικός', 'Μεσόγειο', 'και', 'μεταναστευτικό', 'επίκεντρο', 'συνάντηση', 'δένδι', '…']",0,0,θλίψη
"Αφού φτάσαμε ένα βήμα πριν την εθνική καταστροφή, επιτέλους η ευθύνη για το μεταναστευτικό στον Αλκιβιάδη Στεφανή.…","['φτάσαμε', 'βήμα', 'την', 'εθνικός', 'καταστροφή', 'επιτέλους', 'ευθύνη', 'μεταναστευτικό', 'αλκιβιάδη', 'στεφανή', '…']",-1,-2,θλίψη
Κατανοητές οι αντιδράσεις των φορέων - κατοίκων της Ηπειρωτικής Ελλάδας ... αλλα ειναι πιο σωστο να μεταφερθούν εκε…,"['κατανοητέ', 'αντιδράσει', 'φορέος', 'κατοίκα', 'ηπειρωτικός', 'Ελλάδας', 'αλλα', 'ειναι', 'σωστο', 'μεταφερθώ', 'εκε', '…']",0,0,θλίψη
Απεγνωσμένα ψάχνει χώρους ανά την Ελλάδα η #κυβερνηση_Μητσοτακη για να στοιβάξει λαθροπρόσφυγες.. Από την άλλη ο…,"['απεγνωσμένα', 'ψάχνω', 'χώρου', 'την', 'Ελλάδα', 'κυβερνησημητσοτακη', 'στοιβάξω', 'λαθροπρόσφυγε', 'την']",-1,-1,θλίψη
"Ένας στρατηγός εν αποστρατεία, εν ενεργεία υφυπουργός Εθνικής Άμυνας αναλαμβάνει ειδικός συντονιστής για το μετανασ…","['στρατηγός', 'αποστρατεία', 'ενεργείο', 'υφυπουργός', 'εθνικός', 'άμυνα', 'αναλαμβάνω', 'ειδικός', 'συντονιστή', 'μετανασ', '…']",0,0,χαρά
Συνάντηση του Περιφερειάρχη Αττικής Γ. Πατούλη με τη Δήμαρχο Πεντέλης Δήμητρα Κεχαγιά για το μεταναστευτικό ζήτημα…,"['συνάντηση', 'περιφερειάρχη', 'αττικός', 'πατούλη', 'δήμαρχο', 'Πεντέλης', 'Δήμητρα', 'κεχαγί', 'μεταναστευτικό', 'ζήτημα', '…']",-1,-1,θλίψη
"@News247gr Γιατί κύριε Μητσοτάκη κοροϊδεύεις τον κόσμο ,με μικρό απαλλαγές φορολογικές, ενώ το μιζον θέμα είναι Μετ…","['γιατί', 'κύριε', 'μητσοτάκη', 'κοροϊδεύει', 'κόσμο', 'μικρό', 'απαλλαγή', 'φορολογικός', 'μιζον', 'θέμα', 'μετ', '…', 'hundred', 'fortyseven', 'νέα']",-1,-2,θλίψη
"'Ωδινεν όρος, κυρ Γκαντρούγκαλε, κι έτεκεν μυν.","['ωδινεν', 'όρο', 'κυρ', 'γκαντρούγκαλε', 'έτεκεν', 'μυν']",0,0,φόβος
Αν δεν μπορεί ο μετανάστης να ψηφίσει ηλεκτρονικά άντε να κουρεύεστε.,"['δεν', 'μετανάστης', 'ψηφίσω', 'ηλεκτρονικά', 'άντε', 'κουρεύομαι']",0,0,θλίψη
μας δουλευουν κιολας ..... καθησε ο Παπας και μιλουσε με υπερπεραν !,"['δουλευω', 'κιολα', 'καθησε', 'παπα', 'μιλουσε', 'υπερπεραν']",0,0,ουδέτερο
Ποιος ορίζεται ειδικός συντονιστής για το μεταναστευτικό,"['ποιος', 'ορίζομαι', 'ειδικός', 'συντονιστή', 'μεταναστευτικό']",0,0,θλίψη
ΜΠΡΑΒΟ ΣΤΟΥΣ ΜΑΓΚΕΣ. ΔΕΙΤΕ ΤΑ ΟΙ ΥΠΟΛΟΙΠΟΙ ΝΑ ΕΤΟΙΜΑΣΤΕΙΤΕ ΚΑΤΆΛΛΗΛΑ.,"['μπραβο', 'μαγκα', 'δειτε', 'υπολοιποι', 'ετοιμαστειτε', 'κατάλληλας']",0,0,ουδέτερο
Κουτοπονηροι γυφτοπασοκες απαντες οι λαμογιοπωλητικοι!,"['Κουτοπονηροι', 'γυφτοπασοκες', 'απαντε', 'λαμογιοπωλητικοι']",0,0,ουδέτερο
ΤΑ ΣΚΟΠΙΑ ΘΑ ΚΑΤΑΡΓΗΣΟΥΝ ΤΗ ΣΥΜΦΩΝΙΑ ΤΩΝ ΠΡΕΣΠΩΝ,"['σκοπιας', 'καταργησουν', 'συμφωνιας', 'πρεσπα']",0,0,ουδέτερο
Πρόεδρε @Rantanp49061536 σού έρχονται οί επενδυτές,"['πρόεδρε', 'σού', 'έρχομαι', 'επενδυτός', 'million', 'sixtyone', 'hundred', 'thirtysix']",0,0,θλίψη
"Η αυτοδιοίκηση καλείται να συνδράμει το μεταναστευτικό ζήτημα, παρά τις αντιδράσεις των τοπικών κοινωνιών!…","['αυτοδιοίκηση', 'καλείται', 'συνδράμει', 'μεταναστευτικό', 'ζήτημα', 'τις', 'αντιδράσει', 'τοπικός', 'κοινωνία', '…']",-1,-1,θλίψη
@stavroforos_ Το αίμα των νησιωτών που θα χυθεί επί των εγκληματικών ανθελληνικών συμμοριών #συριζα και #νδ και των…,"['αίμα', 'νησιωτός', 'χυθώ', 'των', 'εγκληματικός', 'ανθελληνικός', 'συμμορία', 'συριζο', 'των', '…']",0,0,θλίψη
Εμπρός της γης οι πιο βλαμμένοι!,"['της', 'γης', 'πιο', 'βλαμμένος']",0,0,θλίψη
Νέος Υπουργός υπεύθυνος για τον εσωτερικό τουρισμό,"['νέος', 'υπουργός', 'υπεύθυνος', 'τον', 'εσωτερικό', 'τουρισμό']",-1,-1,θλίψη
"""Ειδικό συντονιστή για τη μετακίνηση των αιτούντων άσυλο από τ…","['ειδικό', 'συντονιστός', 'μετακίνηση', 'αιτούντος', 'άσυλο']",0,0,θλίψη
@eftichia και ο χριστός πρόσφυγας ήταν,"['χριστός', 'πρόσφυγας']",0,0,θλίψη
-Α είσαι δηλαδή γηγενής πληθυσμός και όχι βρωμιάρης πρόσφυγας απ την Μικρασία,"['δηλαδή', 'γηγενός', 'πληθυσμός', 'όχι', 'βρωμιάρης', 'πρόσφυγας', 'την', 'Μικρασία']",0,0,θλίψη
Κάποια στιγμή θα πρέπει σαν χώρα να ξεκαθαρίσουμε ότι οι νόμιμοι μετανάστες είναι ευπρόσδεκτοι κ οι παράνομοι επιστ…,"['στιγμή', 'πρέπει', 'χώρα', 'ξεκαθαρίσω', 'νόμιμος', 'μετανάστε', 'ευπρόσδεκτοι', 'οι', 'παράνομος', 'επιστ', '…']",0,0,θλίψη
ΠΡΟΤΕΙΝΩ ΣΤΟΝ ΠΘ ΝΑ ΦΟΡΤΩΣΕΙ ΤΟΥΣ ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΣ ΣΕ ΠΛΟΙΑ ΚΑΙ ΑΕΡΟΠΛΑΝΑ ΚΑΙ  ΕΠΕΙΓΟΝΤΩΣ ΝΑ ΤΟΥΣ ΕΠΙΣΤΡΕΨΕΙ ΣΤΗΝ ΠΑ…,"['προτεινω', 'φορτωσει', 'λαθρομεταναστα', 'πλοιας', 'αεροπλανο', 'επειγοντως', 'τους', 'επιστρεψει', 'πα', '…']",0,0,θλίψη
Άρθρο μου στο @MignatiouCom του εξαιρετικού κου. @mignatiou για την #εκπαιδευση και το…,"['άρθρο', 'στο', 'εξαιρετικός', 'κος', 'την', 'εκπαιδευση', 'το', '…']",1,1,θλίψη
Η μετανάστευση είναι ο δούρειος ίππος των αφεντικών για την πτώση των ημερομισθίων κ τον διχασμό της εργατικής τάξη…,"['μετανάστευση', 'δούρειος', 'ίππος', 'αφεντικός', 'την', 'πτώση', 'ημερομισθία', 'διχασμό', 'εργατικός', 'τάξη', '…']",0,0,θλίψη
Οι Έλληνες αντιστέκονται στους λαθροεισβολεις όχι γιατί είναι ρατσιστές αλλα επειδή δε θέλουν να γίνει η γειτονιά τ…,"['Έλληνες', 'αντιστέκομαι', 'λαθροεισβολει', 'γιατί', 'ρατσιστής', 'αλλα', 'θέλω', 'γίνω', 'γειτονί']",0,0,θλίψη
Γιατί είναι ψευδοφιλελεύθεροι στο @liberalgr;;;; Γιατί σαν πολιτική θεωρία ο φιλελευθερισμός αποστρέφεται τις μαζικ…,"['είναι', 'ψευδοφιλελεύθερος', 'γιατί', 'πολιτικός', 'θεωρία', 'φιλελευθερισμό', 'αποστρέφομαι', 'μαζικ', '…']",0,0,θλίψη
;;;; Γιατί σαν πολιτική θεωρία ο φιλελευθερισμός αποστρέφεται τις μαζ…,"['σαν', 'πολιτικός', 'θεωρία', 'φιλελευθερισμό', 'αποστρέφομαι', 'μαζ', '…']",1,1,θλίψη
Το μεταναστευτικο (γιατι τωρα πια προκειται στην συντριπτικη πλειοψηφια για μεταναστες και οχι προσφυγες) προκαλει…,"['μεταναστευτικο', 'γιατι', 'τωρας', 'προκειται', 'συντριπτικη', 'πλειοψηφιας', 'μεταναστε', 'οχι', 'προσφυγε', 'προκαλω', '…']",0,0,θλίψη
Γιατί ο φιλελευθερισμός βασίζεται στην αμοιβαιότητα όσον αφορά τι…,"['φιλελευθερισμό', 'βασίζομαι', 'αμοιβαιότητα', 'αφορώ', 'τι', '…']",0,0,θλίψη
Θα το λύσει το λιμενικό....έχουν σχέδιο όπως με σαμαρα,"['λύσω', 'λιμενικόέχω', 'σχέδιο', 'σαμαρας']",0,0,θλίψη
"ΜΠΑΜ!ΣΕ ΤΕΧΝΙΚΗ ΥΦΕΣΗ Η ΓΕΡΜΑΝΙΑ,Η BUDESBANK ΔΕΝ ΑΝΗΣΥΧΕΙ ΟΜΩΣ-Κύρια αιτία το ""χτύπημα"" στις εξαγωγές της από τον ε…","['μπαμσε', 'τεχνικη', 'υφεση', 'γερμανιαη', 'ανησυχει', 'ομωσκύριος', 'αιτία', 'χτύπημα', 'εξαγωγή', 'από']",-1,-1,θλίψη
Μετανάστης επιχείρησε να βιάσει 18χρονη μέσα στο σπίτι της,"['μετανάστης', 'επιχείρησε', 'βιάσω', 'χρονη', 'στο', 'σπίτι', 'δεκαοχτώ']",0,0,θλίψη
Ο Αλκιβιάδης Στεφανής αναλαμβάνει ειδικός συντονιστής για το μεταναστευτικό -,"['αλκιβιάδης', 'Στεφανής', 'αναλαμβάνω', 'ειδικός', 'συντονιστή', 'μεταναστευτικό']",0,0,χαρά
"Πρόσφυγας ονομάζεται, σύμφωνα με τη Σύμβαση της Γενεύης για τους πρόσφυγες[1][2], κάθε άνθρωπος που βρίσκεται έξω α…","['πρόσφυγας', 'ονομάζομαι', 'σύμφωνα', 'σύμβαση', 'Γενεύης', 'τους', 'πρόσφυγες', 'άνθρωπος', 'βρίσκομαι', 'δώδεκας']",1,1,θλίψη
να είσαι στη σειρά του ΟΑΕΔ και να περιμένεις 360€.την ώρα που ο μπροστινός σου Πακιστανός,"['είσαι', 'σειρά', 'οαεδ', 'περιμένει', '€', 'την', 'ώρα', 'μπροστινός', 'πακιστανό', 'hundred', 'sixty']",0,0,θλίψη
"άτομο που έχει μετακινηθεί σε χώρα στην οποία δεν είναι νόμιμος υπήκοος, χωρίς να έχει τηρήσει τις διαδικασίες που…","['άτομο', 'μετακινηθώ', 'χώρα', 'οποία', 'είναι', 'νόμιμος', 'υπήκοος', 'έχω', 'τηρήσω', 'διαδικασία', 'που', '…']",1,1,θλίψη
Μυτιλήνη: Μετανάστης επιχείρησε να βιάσει 18χρονη - «Άγρια» καταδίωξη,"['μυτιλήνη', 'μετανάστης', 'επιχείρησε', 'βιάσω', 'χρονη', 'άγριος', 'καταδίωξη', 'δεκαοχτώ']",-1,-2,θυμός
"Ρατσισμός είναι ...να βάζει ο μετανάστης (δεν βάζω το ""λάθρο"" γιατί μερικοί.... κολλάτε στη λέξη και όχι στην αλήθε…","['ρατσισμός', 'βάζω', 'μετανάστης', 'βάζω', 'λάθρο', 'μερικός', 'κολλάτε', 'λέξη', 'όχι', 'αλήθε', '…']",-1,-1,θλίψη
Πρόσφυγας είσαι ΜΟΝΟ ΣΤΗΝ ΠΡΩΤΗ ΧΩΡΑ εισόδου από αυτή που έχει πόλεμο.,"['πρόσφυγας', 'μονο', 'πρωτη', 'χωρας', 'εισόδο', 'αυτή', 'έχω', 'πόλεμο']",0,0,θλίψη
Σε κάθε άλλη είσαι λαθρομετανάστης κ δικαιού…,"['κάθε', 'είσαι', 'λαθρομετανάστης', 'δικαί', '…']",0,0,θλίψη
Κλειστά βρήκαν τα ξενοδοχεία οι 400 μετανάστες που έφτασαν χθες στα Βρασνά,"['κλειστά', 'βρήκαν', 'ξενοδοχείο', 'μετανάστε', 'έφτασαν', 'χθες', 'βρασνά', 'hundred']",0,0,θλίψη
#ΜΕΤΑΝΑΣΤΕΥΣΗ…,"['μεταναστευση', '…']",0,0,ουδέτερο
@LiberalGr Εμείς στα κατεχόμενα από #λαθρομεταναστες νησιά μπορεί να αποφεύγουμε να βγούμε από τα σπίτια μας για να…,"['στα', 'κατεχόμενος', 'λαθρομεταναστα', 'νησί', 'αποφεύγω', 'βγούμε', 'σπίτι', 'για', 'να', '…']",0,0,θλίψη
ΕΠΙΔΗ ΔΕΝ ΜΠΡΟΥΜΕ ΝΑ ΦΥΛΛΑΞΟΥΜΕ ΤΗΝ ΧΩΡΑ ΜΑΣ ΑΝΟΙΞΤΕ ΤΑ ΣΥΝΟΡΑ ΣΑΣ ΡΕ ΦΑΣΙΣΤΕΣ ΝΑ Γ@Μ#Θ0ΥΝ ΚΑΙ ΟΙ ΔΙΚΕΣ ΣΑΣ ΧΩΡΕΣ.,"['επιδη', 'μπρουμε', 'φυλλαξουμε', 'χωρας', 'ανοιξτε', 'συνορο', 'φασιστε', 'γμθ', 'οι', 'δικε', 'χωρες', 'μηδέν']",-1,-1,θλίψη
Μυτιλήνη: Συνελήφθη ο μετανάστης που προσπάθησε να βιάσει τη 18χρονη,"['μυτιλήνη', 'συνελήφθη', 'μετανάστης', 'προσπάθησε', 'βιάσω', 'χρονη', 'δεκαοχτώ']",0,0,θυμός
@LavrentzosA Η απάτη του ασύλου τι νόημα έχει; Αν οι εχθροί θα λυμαίνονται νόμιμα ή παράνομα τη χώρα; Ή πιστεύει κα…,"['απάτη', 'ασύλο', 'νόημα', 'εχθρός', 'λυμαίνομαι', 'νόμιμας', 'παράνομα', 'χώρα', 'πιστεύω', 'κα', '…']",-1,-2,θλίψη
pYsS0WMQR,['μηδέν'],-1,-1,θλίψη
"Πραγματικά θέλω να γράψω κάτι αλλά δεν βρίσκω λόγια.. Μα την Παναγία!!!Τούτη εδώ ""υπερασπίζεται"" τα συμφέροντα της…","['πραγματικά', 'θέλω', 'γράψω', 'αλλά', 'βρίσκω', 'λόγια', 'την', 'παναγίατούτη', 'υπερασπίζομαι', 'συμφέροντα', 'της', '…']",1,2,θλίψη
Λέσβος: Συνελήφθη μετανάστης για απόπειρα βιασμού 18χρονης,"['Λέσβος', 'συνελήφθη', 'μετανάστης', 'απόπειρας', 'βιασμός', 'χρονης', 'δεκαοχτώ']",-1,-1,φόβος
23χρονος Αλγερινός μετανάστης αποπειράθηκε να βιάσει 18χρονη στη Μυτιλήνη,"['χρονο', 'αλγερινός', 'μετανάστης', 'αποπειράθηκε', 'βιάσω', 'χρονη', 'μυτιλήνη', 'δεκαοχτώ']",0,0,θυμός
εγω θελω να βγει ο κοσμος στς δρομους και να σας .......... ολους τς προδοτες,"['εγω', 'θελω', 'βγω', 'κοσμο', 'στς', 'δρομους', 'ολους', 'προδοτα']",0,0,θλίψη
εσυ δν πιανεσαι γιατι εξυπηρητεις αλ…,"['εσυ', 'πιανεσαι', 'γιατι', 'εξυπηρητει', 'αλ', '…']",0,0,θλίψη
Τι εντολές έλαβε ο Μητσοτακης απο τη Μέρκελ για την Κάθαρση στον Τσιπρα.. Γιγαντια Αναστατωση για ν' ανάψουν τα αίμ…,"['εντολή', 'λαμβάνω', 'μητσοτακη', 'απο', 'μέρκελ', 'την', 'Κάθαρση', 'τσιπρος', 'Γιγαντια', 'αναστατωση', 'ανάψω', 'αίμ', '…']",0,0,θλίψη
"Σοκ στη Λέσβο: Μετανάστης αποπειράθηκε να βιάσει 18χρονη ""μπουκάρωντας"" στο σπίτι της!- Στα χέρια των αρχών ο κατηγ…","['σοκ', 'Λέσβο', 'μετανάστης', 'αποπειράθηκε', 'βιάσω', 'χρονη', 'μπουκάρωντας', 'σπίτι', 'στα', 'χέριος', 'αρχή', 'κατηγ', '…', 'δεκαοχτώ']",-1,-1,θλίψη
H7PJIbQxa,['επτά'],0,0,θλίψη
