Text,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Emotion
φυλακή,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
επιστάτης,0,0,1,0,0,0,0,0,['disgust']
αταίριαστος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ικτερός,0,0,0,1,0,0,0,0,['fear']
σιαγόνες,0,0,0,1,0,0,0,0,['fear']
ζηλιάρης,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ζήλια,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
διακινδυνεύω,1,0,0,1,0,0,0,0,"['anger', 'fear']"
διακινδύνευση,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
κόπανος,1,0,0,0,0,0,1,0,"['anger', 'surprise']"
NO TRANSLATION,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
Γιάννης,0,0,1,0,0,0,0,0,['disgust']
τζόκερ,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
τράνταγμα,0,0,0,0,0,0,1,0,['surprise']
δημοσιογραφία,0,0,0,0,0,0,0,1,['trust']
ταξίδι,0,1,0,1,1,0,0,0,"['anticipation', 'fear', 'joy']"
ειδικευμένος τεχνίτης,0,0,0,0,0,0,0,1,['trust']
πρόσχαρος,0,0,0,0,1,0,0,0,['joy']
Χαρά,0,0,0,0,1,0,0,0,['joy']
χαρούμενος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
περιχαρής,0,0,0,0,1,0,0,0,['joy']
περιχαρής,0,0,0,0,1,0,1,1,"['joy', 'surprise', 'trust']"
εορτή,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
κρίση,0,0,0,0,0,0,1,0,['surprise']
δικαστικός,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
δικαστήρια,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
συνετός,0,0,0,0,0,0,0,1,['trust']
άλμα,0,0,0,0,1,0,0,0,['joy']
ζούγκλα,0,0,0,1,0,0,0,0,['fear']
νομολογία,0,0,0,0,0,1,0,0,['sadness']
νομικός,0,0,0,0,0,0,0,1,['trust']
ένορκοι,0,0,0,0,0,0,0,1,['trust']
δικαιοσύνη,0,0,0,0,0,0,0,1,['trust']
δικαιολογημένος,0,0,0,0,0,0,0,1,['trust']
κυνοτροφείο,0,0,0,0,0,1,0,0,['sadness']
πετρέλαιο,0,0,0,1,0,0,0,0,['fear']
χάνι,0,0,0,1,0,0,0,1,"['fear', 'trust']"
λάκτισμα,1,0,0,0,0,0,0,0,['anger']
κλοτσιές,1,0,0,0,0,0,0,0,['anger']
απαγωγή,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
σκοτώνω,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
φόνος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
είδος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
συγγενείς,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
φιλί,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
χαρταετός,0,0,1,0,0,0,0,0,['disgust']
γατάκι,0,0,0,0,1,0,0,1,"['joy', 'trust']"
πένθιμη κωδωνοκρουσία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κυλόττα,0,0,0,0,0,0,0,1,['trust']
δόξα,0,0,0,0,1,0,0,0,['joy']
επιγραφή,0,0,0,0,0,0,0,1,['trust']
εργασία,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
βαρύς,0,0,0,0,0,1,0,0,['sadness']
λαβύρινθος,0,1,0,0,0,0,0,0,['anticipation']
δαντέλα,1,0,0,1,0,1,0,1,"['anger', 'fear', 'sadness', 'trust']"
μόνωση,1,1,1,0,0,1,0,0,"['anger', 'anticipation', 'disgust', 'sadness']"
αρνάκι,0,0,0,0,1,0,0,1,"['joy', 'trust']"
θρήνος,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
θρήνο,0,0,0,0,0,1,0,0,['sadness']
ορόσημο,0,0,0,0,0,0,0,1,['trust']
ολίσθηση έδαφους,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αδύνατος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κλοπή,0,0,1,0,0,0,0,0,['disgust']
μεγαλύτερος,0,0,1,0,0,0,1,1,"['disgust', 'surprise', 'trust']"
λέιζερ,0,0,0,0,0,0,0,1,['trust']
μαστίγιο,1,0,0,1,0,0,0,0,"['anger', 'fear']"
αργά,0,0,0,0,0,1,0,0,['sadness']
λανθάνων,1,1,1,0,0,0,1,0,"['anger', 'anticipation', 'disgust', 'surprise']"
τουαλέτες,0,0,1,0,0,0,0,0,['disgust']
γέλιο,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
γελοίος,0,0,1,0,0,0,0,0,['disgust']
γέλιο,0,0,0,0,1,0,0,0,['joy']
γέλιο,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
εκτόξευση,0,1,0,0,0,0,0,0,['anticipation']
δαφνοστεφής,0,0,0,0,0,0,0,1,['trust']
δάφνες,0,0,0,0,1,0,0,0,['joy']
λάβα,1,0,0,1,0,0,0,0,"['anger', 'fear']"
τουαλέτα,0,0,1,0,0,0,0,0,['disgust']
νόμος,0,0,0,0,0,0,0,1,['trust']
νόμιμος,0,0,0,0,0,0,0,1,['trust']
ανομία,1,0,0,1,0,0,0,0,"['anger', 'fear']"
αγωγή,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
δικηγόρος,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
αμελής,0,0,0,0,0,1,0,0,['sadness']
καθαρτικό,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
ηγέτης,0,0,0,0,0,0,0,1,['trust']
κύριος,0,0,0,0,0,0,0,1,['trust']
κλίση,0,0,0,0,0,0,0,1,['trust']
άδεια,0,0,0,0,0,1,1,0,"['sadness', 'surprise']"
βδέλλες,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
NO TRANSLATION,0,0,1,0,0,0,0,0,['disgust']
φιλύποπτος,0,0,0,0,0,0,1,0,['surprise']
νομικός,0,0,0,0,0,0,0,1,['trust']
νομιμοποιηθεί,1,0,0,1,1,0,0,1,"['anger', 'fear', 'joy', 'trust']"
νομοθέτης,0,0,0,0,0,0,0,1,['trust']
νομοθετικό σώμα,0,0,0,0,0,0,0,1,['trust']
νομιμότητα,0,0,0,0,0,0,0,1,['trust']
ελεύθερος χρόνος,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
λεμόνι,0,0,1,0,0,0,0,0,['disgust']
δανειστής,0,0,0,0,0,0,0,1,['trust']
λέπρα,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
λεσβία,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
ελαττώνω,0,1,0,0,0,0,0,0,['anticipation']
μικρότερος,0,0,1,0,0,0,0,0,['disgust']
μάθημα,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
θανατηφόρος,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
λήθαργος,0,0,0,0,0,1,0,0,['sadness']
γράμμα,0,1,0,0,0,0,0,0,['anticipation']
λόγιος,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
λευχαιμία,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
ανάχωμα,0,0,0,0,0,0,0,1,['trust']
επίπεδο,0,0,0,0,0,0,0,1,['trust']
έκφυλος,0,0,1,0,0,0,0,0,['disgust']
ψεύτης,0,0,1,0,0,0,0,0,['disgust']
λίββελος,1,0,0,1,0,0,0,1,"['anger', 'fear', 'trust']"
απελευθερώνω,1,1,0,0,1,0,1,1,"['anger', 'anticipation', 'joy', 'surprise', 'trust']"
απελευθέρωση,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
ελευθερία,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
γλείψιμο,0,0,1,0,0,0,0,0,['disgust']
ψέμα,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
υπολοχαγός,0,0,0,0,0,0,0,1,['trust']
άψυχος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αστραπή,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
αρέσκεια,0,0,0,0,1,0,0,1,"['joy', 'trust']"
περιωρισμένος,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
γραμμές,0,0,0,1,0,0,0,0,['fear']
αργοπορώ,0,1,0,0,0,0,0,0,['anticipation']
γλωσσολόγος,0,0,0,0,0,0,0,1,['trust']
λιοντάρι,0,0,0,1,0,0,0,0,['fear']
υγρό,1,0,0,0,1,1,0,0,"['anger', 'joy', 'sadness']"
αδιάφορος,0,0,0,0,0,1,0,0,['sadness']
έρχομαι εις δίκη,1,1,1,1,0,1,0,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness']"
φιλόδικος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
πελιδνός,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
NO TRANSLATION,1,0,0,0,0,0,0,0,['anger']
σιχαίνομαι,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
σιχαμάρα,0,0,1,0,0,0,0,0,['disgust']
απεχθής,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
εντοπίζω,0,1,0,0,0,0,0,0,['anticipation']
NO TRANSLATION,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ακρίδα,0,0,0,1,0,0,0,0,['fear']
κατάλυμα,0,0,0,0,0,0,0,1,['trust']
μοναχικός,0,0,0,0,0,1,0,0,['sadness']
μοναξιά,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
μοναχικός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
έρημος,0,0,0,0,0,1,0,0,['sadness']
μακρύς,0,1,0,0,0,0,0,0,['anticipation']
λαχτάρα,0,1,0,0,0,1,0,0,"['anticipation', 'sadness']"
τουαλέτα,0,0,1,0,0,0,0,0,['disgust']
αργαλειός,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
loon,0,0,1,0,0,0,0,0,['disgust']
άρχοντας,0,0,1,0,0,0,0,1,"['disgust', 'trust']"
χάνω,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
χάνοντας,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
απώλεια,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
χαμένος,0,0,0,0,0,1,0,0,['sadness']
λαχείο,0,1,0,0,0,0,0,0,['anticipation']
ένταση,1,0,0,0,0,0,0,0,['anger']
ψείρα,0,0,1,0,0,0,0,0,['disgust']
αξιαγάπητος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
αγάπη,0,0,0,0,1,0,0,0,['joy']
ωραίος,0,1,0,0,1,1,1,1,"['anticipation', 'joy', 'sadness', 'surprise', 'trust']"
NO TRANSLATION,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εραστής,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
τρυφερός,0,0,0,0,1,0,0,1,"['joy', 'trust']"
πιο χαμηλα,0,0,0,0,0,1,0,0,['sadness']
χαμηλότερο,0,0,0,0,0,1,0,0,['sadness']
ταπεινός,0,0,0,0,0,1,0,0,['sadness']
πιστός,0,0,0,1,1,0,1,1,"['fear', 'joy', 'surprise', 'trust']"
αφοσίωση,0,0,0,0,0,0,0,1,['trust']
τυχη,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
τυχερός,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
νανουρίζω,0,1,0,0,0,0,0,0,['anticipation']
έχων εξογκώματα,0,0,1,0,0,0,0,0,['disgust']
παραφροσύνη,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
θεοπάλαβος,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
ξιφίζω,0,0,0,0,0,0,1,0,['surprise']
μακάβριος,0,0,1,0,0,0,0,0,['disgust']
γλυκύτατος,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
πλούσια βλάστηση,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
λαγνεία,0,1,0,0,0,0,0,0,['anticipation']
λάμψη,0,0,0,0,1,0,0,0,['joy']
εύρωστος,0,0,1,0,0,0,0,0,['disgust']
πολυτελής,0,0,0,0,1,0,0,0,['joy']
πολυτέλεια,0,0,0,0,1,0,0,0,['joy']
ξαπλωμένη,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
θανατώ άνευ δίκης,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
Λύρα,0,0,0,0,1,0,0,0,['joy']
λυρικός,0,0,0,0,1,0,0,0,['joy']
σκήπτρο,0,0,0,1,0,0,0,0,['fear']
μηχανή,0,0,0,0,0,0,0,1,['trust']
τρελός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
τρελαίνομαι,1,0,0,1,0,0,0,0,"['anger', 'fear']"
παραφρόντας,1,0,0,1,0,0,0,0,"['anger', 'fear']"
παραφροσύνη,1,0,0,1,0,0,0,0,"['anger', 'fear']"
μαφία,0,0,0,1,0,0,0,0,['fear']
mage,0,0,0,1,0,0,0,0,['fear']
ιδιοτροπία,0,0,1,0,0,0,0,0,['disgust']
μαγικός,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
μάγος,0,0,0,0,0,0,1,0,['surprise']
μαγνήτης,0,0,0,0,0,0,0,1,['trust']
μεγαλοπρέπεια,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
μεγαλοπρεπής,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ταχυδρομείο,0,1,0,0,0,0,0,0,['anticipation']
στυλοβάτης,0,0,0,0,0,0,0,1,['trust']
συντήρηση,0,0,0,0,0,0,0,1,['trust']
μεγαλοπρεπής,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
μεγαλείο,0,0,0,0,0,0,0,1,['trust']
η πλειοψηφία,0,0,0,0,1,0,0,1,"['joy', 'trust']"
δυσφορία,0,0,0,0,0,1,0,0,['sadness']
ελονοσία,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
κακόβουλος,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
αδικοπραγία,0,0,1,0,0,0,0,0,['disgust']
κακία,1,0,0,1,0,0,0,0,"['anger', 'fear']"
κακεντρεχής,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
κακόβουλος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
μοχθηρία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κακόηθες,1,0,0,1,0,0,0,0,"['anger', 'fear']"
αδίκημα,1,0,0,0,0,0,0,0,['anger']
NO TRANSLATION,0,0,0,0,0,0,0,1,['trust']
διαχειρίζονται,0,0,0,0,0,0,0,1,['trust']
διαχείριση,0,0,0,0,0,0,0,1,['trust']
mandamus,0,0,0,1,0,0,0,0,['fear']
μανταρίνι,0,0,0,0,0,0,0,1,['trust']
NO TRANSLATION,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
μάγγανο,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
μανιακός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
εκδήλωση,0,0,0,1,0,0,0,0,['fear']
χειρισμός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
ανθρωποκτονία,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
εγχειρίδιο,0,0,0,0,0,0,0,1,['trust']
κοπριά,0,0,1,0,0,0,0,0,['disgust']
περιθώριο,0,0,0,0,0,1,0,0,['sadness']
θαλάσσια,0,0,0,0,0,0,0,1,['trust']
γάμος,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
μεδούλι,0,0,0,0,1,0,0,1,"['joy', 'trust']"
παντρεύω,0,1,0,1,1,0,1,1,"['anticipation', 'fear', 'joy', 'surprise', 'trust']"
διευθετώ,0,0,0,0,0,0,0,1,['trust']
στρατιωτικός,1,0,0,0,0,0,0,0,['anger']
μάρτυρας,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
μαρτύριο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
θαύμα,0,0,0,0,0,0,1,0,['surprise']
θαυμάσιος,0,0,0,0,1,0,0,0,['joy']
θαυμάσια,0,0,0,0,1,0,0,0,['joy']
μαζοχισμός,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
σφαγή,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
μασάζ,0,0,0,0,1,0,0,0,['joy']
αριστούργημα,0,0,0,0,1,0,0,0,['joy']
την κυριαρχία,1,0,0,0,1,0,0,1,"['anger', 'joy', 'trust']"
προξενιτής,0,1,0,0,0,0,0,0,['anticipation']
σύντροφος,0,0,0,0,0,0,0,1,['trust']
υλιστής,0,0,1,0,0,0,0,0,['disgust']
μητρικός,0,1,0,0,0,0,0,0,['anticipation']
μαθηματικός,0,0,0,0,0,0,0,1,['trust']
γάμος,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
οικοδέσποινα,0,0,0,0,0,0,0,1,['trust']
μαυσωλείο,0,0,0,0,0,1,0,0,['sadness']
απόφθεγμα,0,0,0,0,0,0,0,1,['trust']
χωρίς νόημα,0,0,0,0,0,1,0,0,['sadness']
ιλαρά,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
μετρήσει,0,0,0,0,0,0,0,1,['trust']
μετρημένος,0,0,0,0,0,0,0,1,['trust']
μετάλλιο,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ανακατεύομαι,1,0,0,0,0,0,0,0,['anger']
μεσιτεύω,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
μεσολαβητής,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
ιατρικός,0,1,0,1,0,0,0,1,"['anticipation', 'fear', 'trust']"
NO TRANSLATION,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
πράος,0,0,0,0,0,1,0,0,['sadness']
μελαγχολικός,0,0,0,0,0,1,0,0,['sadness']
μελαγχολία,0,0,0,0,0,1,0,0,['sadness']
melee,0,0,0,1,0,0,0,0,['fear']
μελόδραμα,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
τήξη,0,0,0,0,0,1,0,0,['sadness']
αξιομνημόνευτος,0,0,0,0,1,0,1,1,"['joy', 'surprise', 'trust']"
μνημεία,0,0,0,0,0,1,0,0,['sadness']
απειλή,1,0,0,1,0,0,0,0,"['anger', 'fear']"
απειλητικός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
μέντορας,0,0,0,0,0,0,0,1,['trust']
μισθοφόρος,0,0,0,1,0,0,0,0,['fear']
έμπορος,0,0,0,0,0,0,0,1,['trust']
ανηλεής,0,0,0,1,0,0,0,0,['fear']
συγχώνευση,0,1,0,0,0,0,0,0,['anticipation']
αξία,0,0,0,0,0,0,0,1,['trust']
άξιος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ευθυμία,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
εύθυμος,0,0,0,0,1,0,0,0,['joy']
Ανω ΚΑΤΩ,0,0,1,0,0,0,0,0,['disgust']
αγγελιαφόρος,0,0,0,0,0,0,0,1,['trust']
ακατάστατος,0,0,1,0,0,0,0,0,['disgust']
μικροσκόπιο,0,0,0,0,0,0,0,1,['trust']
μαία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ισχυρός,1,0,0,1,1,0,0,1,"['anger', 'fear', 'joy', 'trust']"
μούχλα,0,0,1,0,0,0,0,0,['disgust']
ΣΤΡΑΤΟΣ,0,0,0,1,0,0,0,0,['fear']
πολιτοφυλακή,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
μύλος,0,1,0,0,0,0,0,0,['anticipation']
διακωμώδηση,0,0,0,0,0,0,1,0,['surprise']
Υπουργείο,0,0,0,0,1,0,0,1,"['joy', 'trust']"
θαύμα,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
θαυματουργός,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
NO TRANSLATION,0,0,1,0,0,0,0,0,['disgust']
κέφι,0,0,0,0,1,0,0,0,['joy']
κακή διαγωγή,1,0,1,0,0,0,1,0,"['anger', 'disgust', 'surprise']"
αποτυχία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
παρανόηση,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
κακή συμπεριφορά,0,0,1,0,0,0,0,0,['disgust']
άθλιος,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
άθλιως,0,0,0,0,0,1,0,0,['sadness']
μιζέρια,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ατυχία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
εσφαλμένος,0,0,1,0,0,0,0,0,['disgust']
ατύχημα,0,0,1,1,0,1,1,0,"['disgust', 'fear', 'sadness', 'surprise']"
παρασύρω,1,0,0,1,0,0,0,1,"['anger', 'fear', 'trust']"
αποπλανητικός,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
βάζω κατά λάθος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
διαστρέβλωση,0,0,0,0,0,1,0,0,['sadness']
παρερμηνεύονται,1,0,0,0,0,0,0,0,['anger']
βλήμα,0,0,0,1,0,0,0,0,['fear']
λείπει,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
εσφαλμένη έκθεση,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
λάθος,0,0,0,0,0,1,0,0,['sadness']
εσφαλμένος,0,0,0,1,0,0,0,0,['fear']
ερωμένη,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
NO TRANSLATION,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
παρεξήγηση,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
οβολός,0,0,1,0,0,0,0,0,['disgust']
γκρίνια,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
τάφρος,0,0,0,0,0,0,0,1,['trust']
όχλος,1,0,0,1,0,0,0,0,"['anger', 'fear']"
κινητό,0,1,0,0,0,0,0,0,['anticipation']
κοροϊδία,0,0,1,0,0,0,0,0,['disgust']
διακωμώδηση,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
μεσολαβητής,0,0,0,0,0,0,0,1,['trust']
μετριόφρων,0,0,0,0,0,0,0,1,['trust']
τροποποιώ,0,0,0,0,0,0,1,0,['surprise']
παρενόχληση,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ορμή,0,1,0,0,0,0,0,0,['anticipation']
νομισματικός,0,1,0,0,0,0,0,0,['anticipation']
χρήματα,1,1,0,0,1,0,1,1,"['anger', 'anticipation', 'joy', 'surprise', 'trust']"
καλόγερος,0,0,0,0,0,0,0,1,['trust']
μονόχρωμος,0,0,1,0,0,0,0,0,['disgust']
μονογαμία,0,0,0,0,0,0,0,1,['trust']
μουσώνας,0,0,0,0,0,1,0,0,['sadness']
Τέρας,0,0,0,1,0,0,0,0,['fear']
τερατούργημα,1,0,1,1,0,0,1,0,"['anger', 'disgust', 'fear', 'surprise']"
κακόκεφος,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
πείσματα,0,0,0,0,0,0,0,1,['trust']
ηθικός,1,0,0,0,0,0,0,1,"['anger', 'trust']"
ηθική,0,0,0,0,0,0,0,1,['trust']
ήθη,1,1,1,0,1,0,1,1,"['anger', 'anticipation', 'disgust', 'joy', 'surprise', 'trust']"
νοσηρός,0,0,0,0,0,1,0,0,['sadness']
νοσηρότητα,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
νεκροτομείο,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
ετοιμοθάνατος,0,0,0,0,0,1,0,0,['sadness']
αυγή,0,1,0,0,0,0,0,0,['anticipation']
αύριο,0,1,0,0,0,0,0,0,['anticipation']
θνησιμότητα,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
στεγαστικών δανείων,0,0,0,1,0,0,0,0,['fear']
ενυπόθηκος δανειστής,0,0,0,0,0,0,0,1,['trust']
υποθηκευτής,0,0,0,1,0,0,0,0,['fear']
ταπείνωση,0,1,1,1,0,1,0,0,"['anticipation', 'disgust', 'fear', 'sadness']"
νεκροτομείο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
τζαμί,1,0,0,0,0,0,0,0,['anger']
κουνούπι,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
μητέρα,0,1,0,0,1,1,0,1,"['anticipation', 'joy', 'sadness', 'trust']"
μητρότητα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
κίνηση,0,1,0,0,0,0,0,0,['anticipation']
βουνό,0,1,0,0,0,0,0,0,['anticipation']
θρηνώ,0,0,0,0,0,1,0,0,['sadness']
λυπηρός,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
πένθος,0,0,0,0,0,1,0,0,['sadness']
στόμα,0,0,0,0,0,0,1,0,['surprise']
μπουκιά,0,0,1,0,0,0,0,0,['disgust']
βόρβορος,0,0,1,0,0,0,0,0,['disgust']
NO TRANSLATION,0,0,1,0,0,0,0,0,['disgust']
φλέγμα,0,0,1,0,0,0,0,0,['disgust']
λασπωμένος,0,0,1,0,0,0,0,0,['disgust']
μανσόν,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
κούπα,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
μουλάρι,1,0,0,0,0,0,0,1,"['anger', 'trust']"
μαμά,0,0,0,1,0,0,0,0,['fear']
δολοφονία,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
δολοφόνος,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
φονικό,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
σκοτεινός,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
ΜΟΥΣΙΚΗ,0,0,0,0,1,1,0,0,"['joy', 'sadness']"
μιούζικαλ,1,1,0,0,1,1,1,1,"['anger', 'anticipation', 'joy', 'sadness', 'surprise', 'trust']"
μουσκέτο,0,0,0,1,0,0,0,0,['fear']
μπαγιάτικος,0,0,1,0,0,0,0,0,['disgust']
ευμετάβλητος,0,1,0,0,0,0,0,0,['anticipation']
ακρωτηριασμένο,0,0,1,0,0,0,0,0,['disgust']
ακρωτηριασμός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ανταρσία,1,0,1,1,0,0,1,0,"['anger', 'disgust', 'fear', 'surprise']"
NO TRANSLATION,1,0,0,0,0,0,0,0,['anger']
ρύγχος,0,0,0,1,0,0,0,0,['fear']
μυωπία,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
μυστηριώδης,0,1,0,1,0,0,1,0,"['anticipation', 'fear', 'surprise']"
μυστήριο,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
μυστικιστής,0,0,0,0,0,0,1,0,['surprise']
συλλαμβάνω,0,0,0,0,0,0,1,0,['surprise']
NO TRANSLATION,1,0,0,0,0,0,0,0,['anger']
